condition_id,question,sub_category,sub_tag,grade,entry_yes_price_3d,side,entry_price,outcome_yes_won,win,pnl,strategy
0xb2a02ec1302923548722a92a0d21a0c440915ad15c429b5a61e825b4b1c82047,"Military action against Iran ends by April 11, 2026?",discretionary,iran,AMBIGUOUS,0.755,NO,0.245,1,0,-51.0,S6
0xdc8391521f8ddad9dac60dc32ffeb7d1f78c707b241ceb4b383066e4d31595a8,Will Russia capture Kurakhove before December?,discretionary,other,AMBIGUOUS,0.585,NO,0.41500000000000004,0,1,69.48192771084337,S6
0x3dba4e07efac6d60b8ae1b70b25f87cfb811e2163a4a63a5e4a946fbe47932d8,Biden drops out before the Democratic convention?,discretionary,other,AMBIGUOUS,0.66,NO,0.33999999999999997,1,0,-51.0,S6
0xcba58d7e057d3a6051d062d6b62388f9207b6f3bc9212835f137128720964c76,Israel x Hamas ceasefire cancelled before April?,discretionary,israel,AMBIGUOUS,0.345,NO,0.655,1,0,-51.0,S6
0x2e94bb8dd09931d12e6e656fe4fe6ceb3922bc3d6eab864bb6cd24773cf67269,Khamenei out as Supreme Leader of Iran by June 30?,discretionary,iran,AMBIGUOUS,0.635,NO,0.365,1,0,-51.0,S6
0xa6ddb7146f48a12dbf73456d654211b01d7493829932c31b7fe85d82120d338f,Iran x Israel/US conflict ends by April 30?,discretionary,iran,AMBIGUOUS,0.615,NO,0.385,1,0,-51.0,S6
0x4f7bd51376ac212cfdfba705d083ef7664579951ff5c85fa549e32e88c461468,"Will Russia enter Rizdvianka by March 31, 2026?",discretionary,other,AMBIGUOUS,0.4,NO,0.6,1,0,-51.0,S6
0xd8084b77d5386b0c907a3e82567c737896ba0102af5de7ab7295aee6023409b6,Iran military response by Friday?,discretionary,iran,AMBIGUOUS,0.445,NO,0.5549999999999999,0,1,39.0900900900901,S6
0x0af4fc7fc85ce04980cf9193bd36111400d096cdf257e5fe7e0e3968137ada9e,Will Alec Baldwin be named in Epstein files?,discretionary,other,AMBIGUOUS,0.76,NO,0.24,1,0,-51.0,S6
0xb2f7ed87460c653102e97db0d70e9fa5a8dd65d8ded48a6cd98ee6991afd8c0b,Israel military response against Iran by Friday?,discretionary,iran,AMBIGUOUS,0.53,NO,0.47,0,1,55.382978723404264,S6
0x77791e343f0c9befba6344921e846af705e5b63937c475d105707dd24a758902,Will Trump talk to Ursula von der Leyen in April?,discretionary,other,AMBIGUOUS,0.695,NO,0.30500000000000005,1,0,-51.0,S6
0x4a2fbd6b2903641f940af5165b151d970915360667a8af3ab3e24c94f3eb002c,Will Elon Musk create a new political party in 2025?,discretionary,other,AMBIGUOUS,0.525,NO,0.475,1,0,-51.0,S6
0x2e52a72e036adfba7577a3f04f08b4b49e379a66837760bc567504b8ea88a759,Yoon arrested by January 31?,discretionary,other,AMBIGUOUS,0.63,NO,0.37,1,0,-51.0,S6
0x9f9b80acee3dff860af4b12f2399b07a8eca79376143e2c3565bcf833a96b4a0,Will Elon Musk create a new political party before August?,discretionary,other,AMBIGUOUS,0.405,NO,0.595,1,0,-51.0,S6
0x3a17af0a20c160507cbdee8f0755e76bd21d2c09375f186a31c1aa456632c0ae,Will Trump release more Epstein files by December 26?,discretionary,other,AMBIGUOUS,0.335,NO,0.665,1,0,-51.0,S6
0x12d1b41c90a2ff07173ab2469aad97fb9e80f781b36c32f99fbf4ae28a28b42a,Will Trump talk to Emmanuel Macron in January?,discretionary,other,AMBIGUOUS,0.51,NO,0.49,1,0,-51.0,S6
0x640938ae857aa2dfaa5aeb2af07ec853ab0eec5395a5d4ab1c31842f1d3ab271,Will Russia capture Kupiansk by December 31?,discretionary,other,AMBIGUOUS,0.675,NO,0.32499999999999996,1,0,-51.0,S6
0x5c2e6aef8af5931e9bfa3750364626d754531d2fada2885d45c356b175962a25,Iran x Israel/US conflict ends by April 15?,discretionary,iran,AMBIGUOUS,0.5575,NO,0.4425,1,0,-51.0,S6
0xb34dea60466c534a9cec1653ef49fb94d0daa9a90cee58bbe3b31dca715b110e,Will Kevin Spacey be named in Epstein files?,discretionary,other,AMBIGUOUS,0.39,NO,0.61,1,0,-51.0,S6
0x49686d26fb712515cd5e12c23f0a1c7e10214c7faa3cb0a730aabe0c33694082,"Will Trump deport 250,000-500,000 people?",discretionary,other,AMBIGUOUS,0.85,NO,0.15000000000000002,1,0,-51.0,S6
0xee1ee3d926fe8fd697485c6a057484a5814f3c02533f0490869fa4ca75abaded,Democratic sweep?,discretionary,other,AMBIGUOUS,0.835,NO,0.16500000000000004,1,0,-51.0,S6
0x1b07e957981a04e688191208a4fc8b8349a93d6de03eba460fda38e647dafa5b,Sea/Air ceasefire in Ukraine before May? ,discretionary,ukraine,AMBIGUOUS,0.425,NO,0.575,1,0,-51.0,S6
0x4413ead4b809809217039b9a07e7d982485d0c8c4814f909caf7effe68f202c4,Will Brooke Rollins attend the 2026 State of the Union address?,discretionary,other,AMBIGUOUS,0.715,NO,0.28500000000000003,1,0,-51.0,S6
0xc0be7b1f19f9b658778c2be7e6bc67596a00f347ab64392d0f5d387534c7c3b4,"US x Iran ceasefire extended by April 21, 2026?",discretionary,iran,AMBIGUOUS,0.445,NO,0.5549999999999999,0,1,39.0900900900901,S6
0x81b06cb917c9a2aabc67a7765bc3c640e88a699bbf451b29915049c0766cde04,US x Iran ceasefire by June 30?,discretionary,iran,AMBIGUOUS,0.455,NO,0.5449999999999999,1,0,-51.0,S6
0x7f4f3962471f14be7619652ce074f8ed07937f37aeb3427338c183fbfa0ae4f2,Will Zelensky visit Israel by Nov 10?,discretionary,ukraine,AMBIGUOUS,0.53,NO,0.47,0,1,55.382978723404264,S6
0x18dccc229331c63d8360d1400ece2355627637547d8dcd54aa5f7f1b5580686e,"Military action against Iran ends on April 9, 2026?",discretionary,iran,AMBIGUOUS,0.413,NO,0.587,1,0,-51.0,S6
0x38dfa2de75cfe3d28917237db30b7ef55045c8b000922dca1ac96aa27cd9f4ed,Will Kash Patel attend the 2026 State of the Union address?,discretionary,other,AMBIGUOUS,0.725,NO,0.275,0,1,130.8181818181818,S6
0x91dbde104fee004a34f638f9a49d7fb8d4e8bc75e213aab92cd853cbbc4c9c90,Will Eric Adams drop out?,discretionary,other,AMBIGUOUS,0.6,NO,0.4,1,0,-51.0,S6
0x3c0585e53f8a8ac29b1e81fbc89485dcdf451f0409648fa36417cc9f0487317b,Will Russia capture Siversk by December 31?,discretionary,other,AMBIGUOUS,0.57,NO,0.43000000000000005,1,0,-51.0,S6
0x1ddc0e7de1634d1204dda3bef66ffe18b0d52d8605c0a363755480de0dc81d41,Israel strike on Iranian nuclear facility before July?,hard_currency,israel,AMBIGUOUS,0.57,NO,0.43000000000000005,1,0,-51.0,S6
0xc3ad8026d7dbbad93b96ffd93b37bf6d7b2005c9ec1df5aae9090f96d5ecc7bc,Will Trump reduce or pause tariffs on Cambodia in April?,hard_currency,other,AMBIGUOUS,0.545,NO,0.45499999999999996,1,0,-51.0,S6
0xb030d9cb4bfc8073cbc3db356cdf3f00b02c07477774476bcef6fa6d08e42298,Will Donald Trump sign an executive order on April 4?,discretionary,other,CRISP,0.51,YES,0.51,1,1,47.0392156862745,S7
0x49e0fd35e25a3c075cba2ddd500e0a69369c88a7ecf8971304495b1970d98017,Will the Bharatiya Janata Party (BJP) win the most seats in the 2026 West Bengal Legislative Assembly election?,discretionary,other,CRISP,0.5805,YES,0.5805,1,1,35.13264427217915,S7
0x2010ff3939e8e664dd57369aa907bbaa6d03ae18be27fe3ab2f4cdcb95a8b2ab,Will a Republican win the popular vote and the Presidency? ,discretionary,other,CRISP,0.3,YES,0.3,1,1,115.66666666666669,S7
0xaf97f60cad3509b019aab16568bf05eaec5bc53f91ea2c66e2a76ab467c754db,Will Karoline Leavitt say Egypt during next White House press briefing?,discretionary,other,CRISP,0.395,YES,0.395,0,0,-51.0,S7
0x76c0c20596c22e4699dcce0970e0bafed1ebe22026caf4626d7d9a49c3b3b6f9,Will Jacob Frey win the 2025 Minneapolis mayoral election?,discretionary,other,CRISP,0.76,YES,0.76,1,1,14.78947368421052,S7
0xc7e96db9aa56c83c19e7eb3d608ef821bf9ad7699c48c8864011e5caed4ebd3e,"Will Trump say ""Big trouble"" this week? (September 22-28)",discretionary,other,CRISP,0.625,YES,0.625,1,1,29.0,S7
0xcc1635ab47d7b8edbc0ec7877bfa8f94d511b5d239419367fb01ff6e3c0a05d4,"Will Starmer say ""Child"" during the next Prime Minister's Questions event?",discretionary,other,CRISP,0.435,YES,0.435,1,1,63.94252873563218,S7
0x48e51508835de42a12c7177cfcd45881590bdc9fa00baa1ca4173c441bb471ff,Will Donald Trump sign an executive order on August 27?,discretionary,other,CRISP,0.31,YES,0.31,0,0,-51.0,S7
0xf8c5951cdc0168a64adbe243b468250e70a251ffea4556e7775ce430c880bffa,Will the Liberal Democrats win 46-60 seats in the next UK Election?,discretionary,other,CRISP,0.325,YES,0.325,0,0,-51.0,S7
0x87822b3d4ccba1835d698354b01c050b55f20c5f34b14908bff4ea5a6d58af4c,Will Mark Carney be the next Canadian Prime Minister?,discretionary,other,CRISP,0.819,YES,0.819,1,1,10.050061050061053,S7
0x13de42d032bf66c9cbb5b7e00687c665fa253605228230a05de26cfed818c2c4,"Will Trump say ""Crypto"" or ""Bitcoin"" this week? (November 3 - 9)",discretionary,other,CRISP,0.52,YES,0.52,1,1,45.153846153846146,S7
0xcb06c7dbd4aa4a8d95861b8b69dcd7d5d0d42ddefb3983fc143fdc99fd3499cc,"Will Trump say ""My Father"" or ""My Mother"" this week? (April 27 - May 3)",discretionary,other,CRISP,0.525,YES,0.525,1,1,44.23809523809524,S7
0x3fc804e4d893f86d49229eb42492cabf6150f5bcbf36c1b66d1e8f22bc15ec6d,"US strikes Iran by March 2, 2026?",discretionary,iran,CRISP,0.325,YES,0.325,1,1,102.84615384615384,S7
0x301357b52de467d3f71833deb600bc43346aeafe09b7c473a82f436699b459da,Will James Talarico be the Democratic nominee for Senate in Texas?,discretionary,other,CRISP,0.715,YES,0.715,1,1,18.930069930069934,S7
0xec062773d9bcb38e22d673402ea20e895c764e0f85d8691c541fa896812c1948,"Will Trump say ""crypto"" or ""Bitcoin"" during his inauguration speech?",discretionary,other,CRISP,0.445,YES,0.445,0,0,-51.0,S7
0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,Will Donald Trump win the 2024 US Presidential Election?,discretionary,other,CRISP,0.5825,YES,0.5825,1,1,34.83690987124463,S7
0xac6d30c07e239485ef6ec2f7a47aee6e04e48cdeff90bbc910ffefc8c647a181,Slovakia Presidential Election: Will Peter Pellegrini win?,discretionary,other,CRISP,0.51,YES,0.51,1,1,47.0392156862745,S7
0x9133a7c2abc25ff946a40572cce99b91078287817e513359fcf00bd8cdfacf1a,Will Melissa Bean be the Democratic Nominee for IL-08?,discretionary,other,CRISP,0.635,YES,0.635,1,1,27.740157480314963,S7
0x33403f2501afbeafa3372043080e5360d714a9323b264cb76c3aaafc335304a5,Will the Dravida Munnetra Kazhagam (DMK) win the most seats in the 2026 Tamil Nadu Legislative Assembly election?,discretionary,other,CRISP,0.765,YES,0.765,0,0,-51.0,S7
0x14bf5aaa9c555faded1a58acff5ecad22c41eb20757145f14355766756c6ed62,"Will Trump say ""Not American"" this week? (September 8-14)",discretionary,other,CRISP,0.545,YES,0.545,1,1,40.74311926605503,S7
0x5185a5aa2a0012cc7a1289d2728470ce04b3c4a1f2375515e13ffca303e2f9bf,Will Donald Trump sign an executive order on May 22?,discretionary,other,CRISP,0.52,YES,0.52,0,0,-51.0,S7
0x3948e6d65eec7e90e355e35c8a808852bcebfe4ae90325721298cfb8f4c32ca4,Will Labour win less than 325 seats in the next UK Election?,discretionary,other,CRISP,0.4615,YES,0.4615,0,0,-51.0,S7
0x5d66f71e5a3bc66ff4894c7fbf59efaaa4c33f3689089ffaa7e0df7a139c3f95,"Will Trump name ""Jensen"" or ""Huang"" in April?",discretionary,other,CRISP,0.33,YES,0.33,1,1,100.5151515151515,S7
0xaab820131c1a98cba47b21aa12f1e8549827d489340f2685c6643b2966782657,"Will Iran strike Kuwait by April 30, 2026?",discretionary,iran,CRISP,0.71,YES,0.71,1,1,19.422535211267615,S7
0x362dbc85c50dc05041b8f46f9e34c9d723bda4efaccc448342c23689e2a43993,PA-10 election: Stelson (D) vs. Perry (R),discretionary,other,CRISP,0.415,YES,0.415,0,0,-51.0,S7
0x03a629ada87bbe4c08a3cf23314f79127750af55dd810d8c25ccb39c50bc8459,"Will Trump say ""Mental Institution"" this week? (March 15)",discretionary,other,CRISP,0.655,YES,0.655,1,1,25.33587786259541,S7
0x7eca3eee73a4d437797aeb9a1815aaf4484403bdb926791f7e5c435a7f05f0e3,Will a Democrat win Ohio US Senate Election?,discretionary,other,CRISP,0.435,YES,0.435,0,0,-51.0,S7
0x4d848bab2da79b9ff7f2b2b0d9ddb048bb1fb47e9f782887f16e91d27de41279,Will a Republican win Arizona Presidential Election?,discretionary,other,CRISP,0.74,YES,0.74,1,1,16.567567567567565,S7
0xeea3c1ef1764cffd540a50c7c85513ede593ce3d4bfe452aec6a0bce3e3b4d62,"US strikes Iran by March 4, 2026?",discretionary,iran,CRISP,0.345,YES,0.345,1,1,93.92753623188406,S7
0x0c7d28659310de1bcffb52f14911f439094905e8a72dd1f341617bd0e20bc5e8,Will Elon tweet less than 250 times August 15–August 22?,discretionary,other,CRISP,0.5615,YES,0.5615,1,1,38.04719501335708,S7
0x37426c459b51c7f10b550f643feae2788516ea46261c862b5f6883d8b4314a4c,"Will King Charles say ""AI"" or ""Artificial Intelligence"" during the joint meeting of Congress?",discretionary,other,CRISP,0.465,YES,0.465,1,1,56.5268817204301,S7
0xd304e9e13e6b0bf28faf314d5c92f119bacd7c4076b8567d93a03a6bd445280e,"Will Trump say ""Tough Cookie"" this week? (December 22 - 28)",discretionary,other,CRISP,0.585,YES,0.585,0,0,-51.0,S7
0x43edd40756d4dfaa633687ddbfab445cdd21f9083a45289871e95b5292793bca,"US strikes Iran by December 31, 2026?",discretionary,iran,CRISP,0.785,YES,0.785,1,1,12.694267515923563,S7
0x8c601a3d990460a92b604488eb97a9d19d9218c39609ad438cbe788a1db653d4,Will Donald Trump sign an executive order on June 30?,discretionary,other,CRISP,0.775,YES,0.775,1,1,13.516129032258064,S7
0xf461498d1b6c25b57eb9e2a61d33b6410593f6d48d891f2e0d8ebf23f509988a,"Will Powell say ""Pandemic"" during December press conference?",discretionary,other,CRISP,0.58,YES,0.58,1,1,35.20689655172414,S7
0x96f6fb6567b5938fc3c2e75f9829d7287340b9581a9c4817b8bc0aff82e1c45f,2024 Balance of Power: R Prez R Senate R House,discretionary,other,CRISP,0.375,YES,0.375,1,1,82.33333333333334,S7
0x3c5f88a130c95b8eddb33a8ca7444139a9fea357f7418ebae316d6bc2113a855,"Will Trump say ""Trump"" during Hungary PM events on November 7?",discretionary,other,CRISP,0.485,YES,0.485,1,1,52.09278350515464,S7
0xb17631413f217b33763f011a61990dd420f760af13bba6cdccd68c52b2b72d4e,Will a Democrat win Arizona US Senate Election?,discretionary,other,CRISP,0.74,YES,0.74,1,1,16.567567567567565,S7
0xb4511928cdf7b9a387cf3f18b19a0a842bdece1233d8575f92d15efdbf168baa,"Will Trump say ""Our great First Lady"" in April?",discretionary,other,CRISP,0.65,YES,0.65,1,1,25.92307692307692,S7
0xffcdfe69121723210a5dfa24041fce6f4b99469fc434afc99bb3ff7a270d7fb3,Will Ciprian Ciucu be the next Mayor of Bucharest?,discretionary,other,CRISP,0.566,YES,0.566,1,1,37.33922261484099,S7
0x35743117468978e7ddd6647790f599f21263d948f2a51fa78df47a6793fde562,"Will Trump say ""Day Care"" or ""Daycare"" this week? (January 11)",discretionary,other,CRISP,0.4,YES,0.4,0,0,-51.0,S7
0xebe18843b0e316b35f4fb6b3b8017d5f0a5b84fc8289bde7c696550c1f3e628e,Will Trump tweet 25-29 times September 27-October 4?,discretionary,other,CRISP,0.3,YES,0.3,0,0,-51.0,S7
0x3648ab7c146a9a85957e07c1d43a82272be71fde767822fd425e10ba0d6c0757,[Single Market] Will Glenn Youngkin win the 2024 Republican presidential nomination?,discretionary,other,CRISP,0.5,YES,0.5,0,0,-51.0,S7
0xe8bc73364757a1a8fbf62e984698ecdce8fbfe1a56e3897d56d695d7d80dd0a8,"Will Andrew Tate post 100-129 posts from March 6 to March 13, 2026?",discretionary,other,CRISP,0.34,YES,0.34,1,1,96.05882352941177,S7
0xd513780a1859f1a5bd88054b3c98b7454557b4292bc07c52a008aa07dd87ab30,"Will Trump say ""Nasty"" this week? (August 25 - 31)",discretionary,other,CRISP,0.625,YES,0.625,1,1,29.0,S7
0x674027b87e5eb414494aa8e3d981969d0d1e4cd7ae8c7b8369c38d724d12760d,"Will Elon Musk post 65-89 tweets from February 7 to February 9, 2026?",discretionary,other,CRISP,0.32,YES,0.32,0,0,-51.0,S7
0x78fcd6edb2892a1b46da7b0919f4d2d05a7b037d0f46ee465415ea8c4d1c1347,Will POTUS tweet more than 25 times Feb 7-14?,discretionary,other,CRISP,0.61,YES,0.61,1,1,30.967213114754102,S7
0xf5e48d50c65531036b7cb5d34a42ae1f5a88a5cd1624f0e0772434968d81bd8d,"Will Iran conduct a military action against Israel on March 29, 2026?",discretionary,iran,CRISP,0.795,YES,0.795,1,1,11.893081761006286,S7
