condition_id,question,sub_category,entry_yes_price_3d,end_date,outcome_yes_won,grade,reason
0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,Will Donald Trump win the 2024 US Presidential Election?,discretionary,0.5825,2024-11-05 12:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xac6d30c07e239485ef6ec2f7a47aee6e04e48cdeff90bbc910ffefc8c647a181,Slovakia Presidential Election: Will Peter Pellegrini win?,discretionary,0.51,2024-04-04 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x9133a7c2abc25ff946a40572cce99b91078287817e513359fcf00bd8cdfacf1a,Will Melissa Bean be the Democratic Nominee for IL-08?,discretionary,0.635,2026-03-17 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x33403f2501afbeafa3372043080e5360d714a9323b264cb76c3aaafc335304a5,Will the Dravida Munnetra Kazhagam (DMK) win the most seats in the 2026 Tamil Nadu Legislative Assembly election?,discretionary,0.765,2026-04-23 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x14bf5aaa9c555faded1a58acff5ecad22c41eb20757145f14355766756c6ed62,"Will Trump say ""Not American"" this week? (September 8-14)",discretionary,0.545,2025-09-14 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xc84dfa2ab4a808d1b96a2cf439f8b88a1c5c37762253280deb7663a195d9b859,Trump announces end of military operations against Iran by June 30th?,discretionary,0.55,2026-06-30 23:55:00+00:00,1,AMBIGUOUS,end of military operations — interpretive
0xa9937410f8aae98cc6440a7480ad832be5a1a998afcf5a6e77c6f5aa4c0f259f,US x Iran ceasefire by May 31?,discretionary,0.335,2026-05-31 00:00:00+00:00,1,AMBIGUOUS,ceasefire interpretation (what counts as ceasefire/broken)
0x5185a5aa2a0012cc7a1289d2728470ce04b3c4a1f2375515e13ffca303e2f9bf,Will Donald Trump sign an executive order on May 22?,discretionary,0.52,2025-05-23 12:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x3948e6d65eec7e90e355e35c8a808852bcebfe4ae90325721298cfb8f4c32ca4,Will Labour win less than 325 seats in the next UK Election?,discretionary,0.4615,2025-01-31 12:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x5d66f71e5a3bc66ff4894c7fbf59efaaa4c33f3689089ffaa7e0df7a139c3f95,"Will Trump name ""Jensen"" or ""Huang"" in April?",discretionary,0.33,2026-04-30 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xaab820131c1a98cba47b21aa12f1e8549827d489340f2685c6643b2966782657,"Will Iran strike Kuwait by April 30, 2026?",discretionary,0.71,2026-04-30 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xd5a64f75a5d7107e53e7c3eaf52865624a0c79ad8c41379faef4285494991326,Will Russia capture Pokrovsk by December 31?,discretionary,0.54,2025-06-30 12:00:00+00:00,1,AMBIGUOUS,territorial capture verification disputed
0x362dbc85c50dc05041b8f46f9e34c9d723bda4efaccc448342c23689e2a43993,PA-10 election: Stelson (D) vs. Perry (R),discretionary,0.415,2024-11-05 12:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x03a629ada87bbe4c08a3cf23314f79127750af55dd810d8c25ccb39c50bc8459,"Will Trump say ""Mental Institution"" this week? (March 15)",discretionary,0.655,2026-03-15 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x7eca3eee73a4d437797aeb9a1815aaf4484403bdb926791f7e5c435a7f05f0e3,Will a Democrat win Ohio US Senate Election?,discretionary,0.435,2024-11-05 12:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x4d848bab2da79b9ff7f2b2b0d9ddb048bb1fb47e9f782887f16e91d27de41279,Will a Republican win Arizona Presidential Election?,discretionary,0.74,2024-11-05 12:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xeea3c1ef1764cffd540a50c7c85513ede593ce3d4bfe452aec6a0bce3e3b4d62,"US strikes Iran by March 4, 2026?",discretionary,0.345,2026-06-30 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x0c7d28659310de1bcffb52f14911f439094905e8a72dd1f341617bd0e20bc5e8,Will Elon tweet less than 250 times August 15–August 22?,discretionary,0.5615,2025-08-22 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x37426c459b51c7f10b550f643feae2788516ea46261c862b5f6883d8b4314a4c,"Will King Charles say ""AI"" or ""Artificial Intelligence"" during the joint meeting of Congress?",discretionary,0.465,2026-04-28 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xd304e9e13e6b0bf28faf314d5c92f119bacd7c4076b8567d93a03a6bd445280e,"Will Trump say ""Tough Cookie"" this week? (December 22 - 28)",discretionary,0.585,2025-12-28 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x43edd40756d4dfaa633687ddbfab445cdd21f9083a45289871e95b5292793bca,"US strikes Iran by December 31, 2026?",discretionary,0.785,2026-06-30 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x8c601a3d990460a92b604488eb97a9d19d9218c39609ad438cbe788a1db653d4,Will Donald Trump sign an executive order on June 30?,discretionary,0.775,2025-07-04 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xf461498d1b6c25b57eb9e2a61d33b6410593f6d48d891f2e0d8ebf23f509988a,"Will Powell say ""Pandemic"" during December press conference?",discretionary,0.58,2025-12-10 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x96f6fb6567b5938fc3c2e75f9829d7287340b9581a9c4817b8bc0aff82e1c45f,2024 Balance of Power: R Prez R Senate R House,discretionary,0.375,2024-11-05 12:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x3c5f88a130c95b8eddb33a8ca7444139a9fea357f7418ebae316d6bc2113a855,"Will Trump say ""Trump"" during Hungary PM events on November 7?",discretionary,0.485,2025-11-07 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xb17631413f217b33763f011a61990dd420f760af13bba6cdccd68c52b2b72d4e,Will a Democrat win Arizona US Senate Election?,discretionary,0.74,2024-11-05 12:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xb4511928cdf7b9a387cf3f18b19a0a842bdece1233d8575f92d15efdbf168baa,"Will Trump say ""Our great First Lady"" in April?",discretionary,0.65,2026-04-30 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xffcdfe69121723210a5dfa24041fce6f4b99469fc434afc99bb3ff7a270d7fb3,Will Ciprian Ciucu be the next Mayor of Bucharest?,discretionary,0.566,2025-12-07 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x35743117468978e7ddd6647790f599f21263d948f2a51fa78df47a6793fde562,"Will Trump say ""Day Care"" or ""Daycare"" this week? (January 11)",discretionary,0.4,2026-01-11 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0xebe18843b0e316b35f4fb6b3b8017d5f0a5b84fc8289bde7c696550c1f3e628e,Will Trump tweet 25-29 times September 27-October 4?,discretionary,0.3,2024-10-04 12:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x2fc417b2e4f3be9d8007d48bcab0e9c3015c4e988f0faf3d081f08ffe0317503,Pavel Durov released in August?,discretionary,0.335,2024-08-31 12:00:00+00:00,1,AMBIGUOUS,released from custody — timing interpretive
0x3648ab7c146a9a85957e07c1d43a82272be71fde767822fd425e10ba0d6c0757,[Single Market] Will Glenn Youngkin win the 2024 Republican presidential nomination?,discretionary,0.5,2024-09-10 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0xe8bc73364757a1a8fbf62e984698ecdce8fbfe1a56e3897d56d695d7d80dd0a8,"Will Andrew Tate post 100-129 posts from March 6 to March 13, 2026?",discretionary,0.34,2026-03-13 16:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xd513780a1859f1a5bd88054b3c98b7454557b4292bc07c52a008aa07dd87ab30,"Will Trump say ""Nasty"" this week? (August 25 - 31)",discretionary,0.625,2025-08-31 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x674027b87e5eb414494aa8e3d981969d0d1e4cd7ae8c7b8369c38d724d12760d,"Will Elon Musk post 65-89 tweets from February 7 to February 9, 2026?",discretionary,0.32,2026-02-09 17:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x78fcd6edb2892a1b46da7b0919f4d2d05a7b037d0f46ee465415ea8c4d1c1347,Will POTUS tweet more than 25 times Feb 7-14?,discretionary,0.61,2025-02-14 12:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xb124766234e1f19bc156a0edfb492f8c4cc3fa25303e722ad52780b66a3b70df,Biden drops out in July? ,discretionary,0.42,2024-07-31 12:00:00+00:00,1,AMBIGUOUS,"""drops out"" — campaign-end timing interpretive"
0xf5e48d50c65531036b7cb5d34a42ae1f5a88a5cd1624f0e0772434968d81bd8d,"Will Iran conduct a military action against Israel on March 29, 2026?",discretionary,0.795,2026-03-31 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x0e72ce28c3f56e4ef9b3770e03f0d2cf08c5db1eeeb8d1c0a0d9b1d3865c500b,Will Trump talk to Nigel Farage in February?,discretionary,0.34,2026-02-28 00:00:00+00:00,0,AMBIGUOUS,"""talk to"" — what counts as talking"
0x2bf00860d0daa4aa11d5f6e5aba62407c5f82225e652f6405701d9ddd83c5a6c,"Will Trump say ""Hell"" this week? (December 29 - January 4)",discretionary,0.75,2026-01-04 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xac4c8f562f7c6f4a191570b07a6cd8926854205a91d6da197a43924bdc4659a3,"US strikes Iran by January 18, 2026?",discretionary,0.475,2026-01-18 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0xd85d61234bca7dfed426bd2440b8990ceeb455ddbba8bb9257d5d861066b45b2,"Will the Trump administration release any Epstein-related files on December 22, 2025?",discretionary,0.81,2025-12-31 00:00:00+00:00,1,AMBIGUOUS,Epstein release ambiguity
0x506a96c9d159163dd47aa3e6cf321feb0ea78d361d7ef810e838980fefed581a,Slovakia Presidential Election: Will Ivan Korčok win?,discretionary,0.485,2024-04-04 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x310cf1f2674f74a68f19e9f99bad1bb59354984a13062ba9dc5f25383faddcf0,"Will Trump say ""Western Hemisphere"" during the State of the Union address?",discretionary,0.385,2026-02-24 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x71da12db4aea759acbf68b2777c44b21caf6a5ee9ac335106ced647b53fb9a40,Will PH win the most seats in the 2026 Colombian Chamber of Representatives election?,discretionary,0.845,2026-03-08 20:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xb2a02ec1302923548722a92a0d21a0c440915ad15c429b5a61e825b4b1c82047,"Military action against Iran ends by April 11, 2026?",discretionary,0.755,2026-04-30 00:00:00+00:00,1,AMBIGUOUS,end of military action — interpretive
0xd98db52e63443f7de6a09f565afc2151dd1d987ac9b18bd04cc7b83e313760ed,Will Trump tweet less than 3 times Dec 6-13?,discretionary,0.47,2024-12-13 12:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x4873de62c03e7ee0776aac2c26e32d9466b631af8af0169e2cca03bafccd42c6,Favorite to win on Polymarket day after debate?,discretionary,0.33,2024-09-11 12:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xcfaa7bc4cee131fb6e724b54230616a1aad023dc6044da6b84f06b35ada28586,"Will Trump say ""Dome"" during his 4th of July remarks?",discretionary,0.38,2025-07-04 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0xe1386710b61e8f800a3b27ed14528c4bc4756572451c7c97d140c5e8d8030f55,"Will Keir Starmer say ""Crisis"" during the next Prime Minister's Questions?",discretionary,0.57,2025-11-12 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0xdc8391521f8ddad9dac60dc32ffeb7d1f78c707b241ceb4b383066e4d31595a8,Will Russia capture Kurakhove before December?,discretionary,0.585,2024-11-30 12:00:00+00:00,0,AMBIGUOUS,territorial capture verification disputed
0x3dba4e07efac6d60b8ae1b70b25f87cfb811e2163a4a63a5e4a946fbe47932d8,Biden drops out before the Democratic convention?,discretionary,0.66,2024-08-19 12:00:00+00:00,1,AMBIGUOUS,"""drops out"" — campaign-end timing interpretive"
0x2b0a07e75ef14cf292e6d93fdd07f333057acbe249f8a7af57bb1ee3c5a52b1a,Will Donald Trump sign an executive order on July 11?,discretionary,0.505,2025-07-11 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x696ba4726b7a261960878b703c525857ba5a08ee7e1404aa83bd8faa1e1d8687,Will the next Government of Canada be a Liberal majority?,discretionary,0.625,2025-04-28 12:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x72857b3b967e7cdf2e85258e88c7077ba22e6a3b0c1c30b6bd6fc7ee7b7b51a3,Will Nicolas Maduro Win the 2024 Venezuela presidential election?,discretionary,0.695,2024-07-28 12:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x458a27ca58fbbbd96f0240b2aa4b5dac0cce9bd5e87409a4021624edb2786ad0,Will Conservative Party win less than 125 seats in the next UK Election?,discretionary,0.755,2024-07-04 12:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xcba58d7e057d3a6051d062d6b62388f9207b6f3bc9212835f137128720964c76,Israel x Hamas ceasefire cancelled before April?,discretionary,0.345,2025-03-31 12:00:00+00:00,1,AMBIGUOUS,ceasefire interpretation (what counts as ceasefire/broken)
0x26ee82bee2493a302d21283cb578f7e2fff2dd15743854f53034d12420863b55,Which party wins 2024 US Presidential Election?,discretionary,0.42,2024-11-08 12:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x86cf498b6ad73c7631c08157c654b7e8c44ee33dfad2c261564aa375e3394578,"Will Trump say ""Minnesota"" during the State of the Union address?",discretionary,0.585,2026-02-24 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x265366ede72d73e137b2b9095a6cdc9be6149290caa295738a95e3d881ad0865,Kamala Harris wins the popular vote?,discretionary,0.6845,2024-11-05 12:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x55094f77e9dbc107fc354a9b8a5939cd0b4d0cfae24c7f892dd778b565b579c4,Will Edmundo González win the 2024 Venezuela presidential election?,discretionary,0.325,2024-07-28 12:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x2e94bb8dd09931d12e6e656fe4fe6ceb3922bc3d6eab864bb6cd24773cf67269,Khamenei out as Supreme Leader of Iran by June 30?,discretionary,0.635,2026-06-30 00:00:00+00:00,1,AMBIGUOUS,"""out as"" — when does out happen / interpretive"
0xccf29510341e7437f067af2cb107f69d617975a734646b4a6c86089242c8daa0,Will Jason Miyares win the 2025 Virginia Attorney General election?,discretionary,0.675,2025-11-04 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0xa6ddb7146f48a12dbf73456d654211b01d7493829932c31b7fe85d82120d338f,Iran x Israel/US conflict ends by April 30?,discretionary,0.615,2026-04-30 00:00:00+00:00,1,AMBIGUOUS,conflict end interpretation
0x9f41292bea56c1a5671306d4285d1912af1a23e62bae6e58e6c0dc517cc98d46,Will a Republican win Texas US Senate Election?,discretionary,0.84,2024-11-05 12:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x824df6aa7e270678a5239d697918e918834a52cc6e59ebc25b650b2df649ac82,"US strikes Iran by March 7, 2026?",discretionary,0.445,2026-06-30 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xc74c985af2daadd3900b337e128555d997342db0d724528e9b0eb5d9bf2691a2,"Will Trump say ""Palestine"" during September?",discretionary,0.32,2025-09-30 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x91446872e083875e2315abb17c03854c178d65cef9e49e17b8c31352dbe2719a,"Will Trump say ""Crypto"" or ""Bitcoin"" this week? (October 27 - November 2)",discretionary,0.35,2025-11-02 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x330f413895b25d8669861208d3403725516f6e3d66164bea64a8be41a4ccb0b4,Matt Gaetz confirmed as Attorney General?,discretionary,0.305,2025-06-30 12:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x4f7bd51376ac212cfdfba705d083ef7664579951ff5c85fa549e32e88c461468,"Will Russia enter Rizdvianka by March 31, 2026?",discretionary,0.4,2026-02-28 00:00:00+00:00,1,AMBIGUOUS,territorial entry verification interpretive
0xdfd869fb69e5cb5352ebe56cf7ccb4396151dcddc8c284e74d4c33711007717e,Will Trump say “Transgender” this week? (November 10 - 16),discretionary,0.78,2025-11-16 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0xd8084b77d5386b0c907a3e82567c737896ba0102af5de7ab7295aee6023409b6,Iran military response by Friday?,discretionary,0.445,2024-08-16 12:00:00+00:00,0,AMBIGUOUS,military response — interpretive scope
0x8730e1eb7a53c8ae47f700f8233851cab23f1a8fd0ddd80bcbc15155ebbf5a84,"Will Trump post ""I love King"" or ""I love the King"" on Truth Social this week?",discretionary,0.51,2026-05-03 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x961ee2529ff3c3b27a9b7dc424c1d7046f52bdd5b4ae38bd74ae65f0838fabaa,Will Daniel Noboa win the 2025 Ecuadorian Presidential Election? ,discretionary,0.405,2025-04-13 12:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xf7fbf61a0c895d7466ef299db9436ccff6af59cea208ec3bfdfb01b4d52b1705,"Will Trump post ""God Bless America"" on Truth Social this week? (March 15)",discretionary,0.62,2026-03-15 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x4c48d72bee2347ee0a0802850be8a7f36d318b405fb4bacbba455eb8a68dc6a3,Will the Liberal Party win the popular vote in Canada's next election?,discretionary,0.72,2025-04-28 12:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x459e26ea0ef5fae66cc7174b373906acd4579b47930d63907c9b26446000aff2,"Will Trump say ""Roof"" during Carney visit on May 6?",discretionary,0.525,2025-05-06 12:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x0af4fc7fc85ce04980cf9193bd36111400d096cdf257e5fe7e0e3968137ada9e,Will Alec Baldwin be named in Epstein files?,discretionary,0.76,2025-06-30 12:00:00+00:00,1,AMBIGUOUS,"""named in"" Epstein files — interpretive"
0xa699018223c711cf05cfd64fb0a688bbec786514fa13006ada520edea02f1797,"Will Leavitt say ""Governor"" during the next White House Press Briefing?",discretionary,0.555,2026-02-28 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xbb01eefb24a38a9aa1921ec168d3049e7374b28a2540937d06b3ff2524d66627,Will a Republican win Michigan Presidential Election?,discretionary,0.415,2024-11-05 12:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x5de4dac5750688a3ab6db801fef8afb9f069270bf6e211c8ef2ef3c13d4e6734,"Will Trump say ""Too Big To Rig"" this week? (January 25)",discretionary,0.6,2026-01-25 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x9fbe1832139c5e67dbf93813aabb9ac67ab8dd3d7d32fe86957ff761a8fa1532,Will CDU win the most seats in the 2026 Rhineland-Palatinate parliamentary elections?,discretionary,0.62,2026-03-22 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x352ac53453f995e751d2d90c7d781441eba9d1c4c7ebbc8e738fc570a543665b,Will a Republican win Wisconsin US Senate Election?,discretionary,0.34,2024-11-05 12:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x166ab6a5f3e348dc7b6d732b0848f373b042aff0290a5d7754f7628db6e4dc0f,"Will Trump say ""Board of Peace"" this week? (December 29 - January 4)",discretionary,0.325,2026-01-04 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0xd25562868f4159fe3758f3fff2d0c8d1fec6f9643c05579473babcc1f393bb8f,"Will Leavitt say ""Tylenol"" or ""Autism"" during next White House press briefing?",discretionary,0.4,2025-12-31 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x8f20ff6ed2ba1e234f35e701a50c274ffb64fdd8d621254d017db0445486ab79,Will a Democrat win Nevada Presidential Election?,discretionary,0.365,2024-11-05 12:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x78554a269994cb47618a3f7583768a008a5c5e1396323b92e9bad4be17dcf7c7,"Will Bernie Sanders say ""Zohran"" or ""Mamdani"" during his West Virginia speech on August 8?",discretionary,0.345,2025-08-11 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0xd32534b0564971fe6f3fa622a196d4006cc8b464f40bf748caf57108c54d0f5f,"Will Trump say ""AI"" or ""Artificial Intelligence"" during Saudi PM events on November 18?",discretionary,0.465,2025-11-18 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0x050e617aeb25a5669c45fc3257c6e507cd48b72e240565aae6a9ee34e4a3b793,"Will Keir Starmer say ""NHS"" during the next Prime Minister's Questions?",discretionary,0.79,2025-12-03 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xb773804f2f8ce39e6f27487c5778506d95149ee41c194cb674a2254ff1193331,Will Seguro win all of Portugal's districts?,discretionary,0.795,2026-02-08 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xc8a7d7ced51ff0c00dee61e0a98d192db2f206f1eede15c8d2e1af5bab04d5cb,"Will Israel strike Gaza on February 8, 2026?",discretionary,0.37,2026-02-28 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xb2f7ed87460c653102e97db0d70e9fa5a8dd65d8ded48a6cd98ee6991afd8c0b,Israel military response against Iran by Friday?,discretionary,0.53,2024-10-11 12:00:00+00:00,0,AMBIGUOUS,military response — interpretive scope
0x77791e343f0c9befba6344921e846af705e5b63937c475d105707dd24a758902,Will Trump talk to Ursula von der Leyen in April?,discretionary,0.695,2026-04-30 00:00:00+00:00,1,AMBIGUOUS,"""talk to"" — what counts as talking"
0x806f7abef2f183ab5557e6996adc91b2c3dae3286d00a4efb38b2a05ebb124ce,Will Elon Musk tweet 800 or more times February 7-14?,discretionary,0.504,2025-02-14 12:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
0xdb93abfa2dd2026687b138417b8ba86c7f3f9729e288781de5688730d70d26e6,"Will Trump say ""Cuba"" during the State of the Union address?",discretionary,0.525,2026-02-24 00:00:00+00:00,0,CRISP,specific named event with binary observable / numerical threshold / specific date
0x8a175eb42f31b198faca9a77277bf90396bae30bf065d3a9898aaa8105657ab3,"Will Trump say ""Party"" this week? (December 29 - January 4)",discretionary,0.545,2026-01-04 00:00:00+00:00,1,CRISP,specific named event with binary observable / numerical threshold / specific date
